transaction_id,customer_id,amount,payment_method,bank_code,failure_code,failure_type,customer_tenure_months,failure_timestamp,customer_reply_intent
txn_10195,cust_2352,9999,NACH,HDFC,INSUFFICIENT_FUNDS,soft_user,30,2026-08-21 09:56:08,ALREADY_PAID
txn_10196,cust_2138,1499,CARD_RECURRING,KOTAK,GATEWAY_TIMEOUT,soft_tech,33,2026-08-23 07:56:08,NONE
txn_10197,cust_2376,1499,CARD_RECURRING,SBI,MANDATE_REVOKED,hard_failure,12,2026-08-25 20:56:08,CANCEL_REQUEST
txn_10198,cust_2084,2999,NETBANKING,HDFC,MANDATE_REVOKED,hard_failure,24,2026-08-22 04:56:08,NONE
txn_10199,cust_2156,1499,CARD_RECURRING,HDFC,GATEWAY_TIMEOUT,soft_tech,8,2026-08-18 17:56:08,NONE
txn_10200,cust_2044,999,NETBANKING,HDFC,ISSUER_DOWN,soft_tech,23,2026-08-30 15:56:08,CANCEL_REQUEST
txn_10201,cust_2272,4999,NETBANKING,KOTAK,INSUFFICIENT_FUNDS,soft_user,1,2026-08-22 00:56:08,CANCEL_REQUEST
txn_10202,cust_2141,499,CARD_RECURRING,KOTAK,INSUFFICIENT_FUNDS,soft_user,1,2026-08-28 19:56:08,CANCEL_REQUEST
txn_10203,cust_2251,499,CARD_RECURRING,KOTAK,MANDATE_REVOKED,hard_failure,13,2026-08-17 18:56:08,NONE
txn_10204,cust_2103,2999,UPI_AUTOPAY,ICICI,ISSUER_DOWN,soft_tech,10,2026-08-27 11:56:08,CANCEL_REQUEST
txn_10205,cust_2364,999,CARD_RECURRING,KOTAK,INSUFFICIENT_FUNDS,soft_user,7,2026-08-18 15:56:08,FAILED_AGAIN
txn_10206,cust_2327,4999,NETBANKING,ICICI,INSUFFICIENT_FUNDS,soft_user,17,2026-08-29 14:56:08,CANCEL_REQUEST
txn_10207,cust_2010,4999,NETBANKING,SBI,GATEWAY_TIMEOUT,soft_tech,18,2026-08-20 07:56:08,PAY_LATER
txn_10208,cust_2311,1499,CARD_RECURRING,HDFC,INSUFFICIENT_FUNDS,soft_user,17,2026-08-25 22:56:08,NONE
txn_10209,cust_2210,999,CARD_RECURRING,ICICI,INSUFFICIENT_FUNDS,soft_user,19,2026-08-22 13:56:08,CANCEL_REQUEST
txn_10210,cust_2047,4999,CARD_RECURRING,SBI,ISSUER_DOWN,soft_tech,12,2026-08-21 00:56:08,PAY_LATER
txn_10211,cust_2221,4999,NETBANKING,HDFC,GATEWAY_TIMEOUT,soft_tech,35,2026-08-25 16:56:08,CANCEL_REQUEST
txn_10212,cust_2122,4999,UPI_AUTOPAY,ICICI,GATEWAY_TIMEOUT,soft_tech,1,2026-08-27 02:56:08,ALREADY_PAID
txn_10213,cust_2302,4999,CARD_RECURRING,HDFC,INSUFFICIENT_FUNDS,soft_user,17,2026-08-19 07:56:08,PAY_LATER
txn_10214,cust_2382,299,NETBANKING,ICICI,GATEWAY_TIMEOUT,soft_tech,33,2026-08-17 20:56:08,ALREADY_PAID
txn_10215,cust_2001,9999,CARD_RECURRING,ICICI,INSUFFICIENT_FUNDS,soft_user,36,2026-08-30 17:56:08,PAY_LATER
txn_10216,cust_2097,499,NACH,AXIS,INSUFFICIENT_FUNDS,soft_user,31,2026-08-27 17:56:08,CANCEL_REQUEST
txn_10217,cust_2337,2999,CARD_RECURRING,ICICI,GATEWAY_TIMEOUT,soft_tech,35,2026-08-20 10:56:08,CANCEL_REQUEST
txn_10218,cust_2086,1499,CARD_RECURRING,AXIS,ISSUER_DOWN,soft_tech,34,2026-08-26 10:56:08,NONE
txn_10219,cust_2204,9999,UPI_AUTOPAY,HDFC,MANDATE_REVOKED,hard_failure,26,2026-08-18 18:56:08,NONE
txn_10220,cust_2310,499,NETBANKING,KOTAK,GATEWAY_TIMEOUT,soft_tech,34,2026-08-20 18:56:08,ALREADY_PAID
txn_10221,cust_2130,299,CARD_RECURRING,HDFC,ISSUER_DOWN,soft_tech,14,2026-08-21 14:56:08,PAY_LATER
txn_10222,cust_2297,2999,UPI_AUTOPAY,KOTAK,INSUFFICIENT_FUNDS,soft_user,35,2026-08-22 08:56:08,FAILED_AGAIN
txn_10223,cust_2316,999,UPI_AUTOPAY,ICICI,INSUFFICIENT_FUNDS,soft_user,7,2026-08-28 14:56:08,PAY_LATER
txn_10224,cust_2245,499,UPI_AUTOPAY,HDFC,INSUFFICIENT_FUNDS,soft_user,8,2026-08-23 05:56:08,ALREADY_PAID
txn_10225,cust_2249,1499,UPI_AUTOPAY,ICICI,INSUFFICIENT_FUNDS,soft_user,35,2026-08-17 10:56:08,NONE
txn_10226,cust_2372,999,CARD_RECURRING,SBI,EXPIRED_CARD,hard_failure,10,2026-08-19 15:56:08,CANCEL_REQUEST
txn_10227,cust_2037,9999,CARD_RECURRING,KOTAK,INSUFFICIENT_FUNDS,soft_user,30,2026-08-21 22:56:08,FAILED_AGAIN
txn_10228,cust_2043,499,UPI_AUTOPAY,KOTAK,MANDATE_REVOKED,hard_failure,29,2026-08-28 12:56:08,FAILED_AGAIN
txn_10229,cust_2011,999,NETBANKING,SBI,ISSUER_DOWN,soft_tech,22,2026-08-20 14:56:08,PAY_LATER
txn_10230,cust_2209,2999,NACH,HDFC,GATEWAY_TIMEOUT,soft_tech,3,2026-08-29 16:56:08,ALREADY_PAID
txn_10231,cust_2400,2999,UPI_AUTOPAY,SBI,ISSUER_DOWN,soft_tech,19,2026-08-18 19:56:08,ALREADY_PAID
txn_10232,cust_2187,1499,NACH,ICICI,ISSUER_DOWN,soft_tech,3,2026-08-18 20:56:08,CANCEL_REQUEST
txn_10233,cust_2391,4999,NETBANKING,KOTAK,ISSUER_DOWN,soft_tech,33,2026-08-30 05:56:08,ALREADY_PAID
txn_10234,cust_2021,4999,UPI_AUTOPAY,AXIS,INSUFFICIENT_FUNDS,soft_user,13,2026-08-26 20:56:08,FAILED_AGAIN
txn_10235,cust_2198,2999,UPI_AUTOPAY,KOTAK,GATEWAY_TIMEOUT,soft_tech,31,2026-08-17 20:56:08,PAY_LATER
txn_10236,cust_2291,999,UPI_AUTOPAY,AXIS,INSUFFICIENT_FUNDS,soft_user,26,2026-08-18 22:56:08,ALREADY_PAID
txn_10237,cust_2285,9999,CARD_RECURRING,SBI,INSUFFICIENT_FUNDS,soft_user,7,2026-08-28 00:56:08,CANCEL_REQUEST
txn_10238,cust_2334,999,CARD_RECURRING,KOTAK,ISSUER_DOWN,soft_tech,31,2026-08-29 19:56:08,CANCEL_REQUEST
txn_10239,cust_2164,499,CARD_RECURRING,KOTAK,INSUFFICIENT_FUNDS,soft_user,20,2026-08-23 13:56:08,CANCEL_REQUEST
txn_10240,cust_2057,4999,NACH,AXIS,EXPIRED_CARD,hard_failure,15,2026-08-20 22:56:08,ALREADY_PAID
txn_10241,cust_2247,999,NACH,SBI,EXPIRED_CARD,hard_failure,1,2026-08-22 23:56:08,PAY_LATER
txn_10242,cust_2013,1499,NETBANKING,AXIS,EXPIRED_CARD,hard_failure,22,2026-08-17 19:56:08,CANCEL_REQUEST
txn_10243,cust_2057,499,NACH,HDFC,INSUFFICIENT_FUNDS,soft_user,17,2026-08-29 10:56:08,ALREADY_PAID
txn_10244,cust_2007,2999,NETBANKING,KOTAK,INSUFFICIENT_FUNDS,soft_user,24,2026-08-30 08:56:08,CANCEL_REQUEST
txn_10245,cust_2174,4999,CARD_RECURRING,SBI,EXPIRED_CARD,hard_failure,18,2026-08-22 15:56:08,NONE
txn_10246,cust_2336,999,NETBANKING,KOTAK,ISSUER_DOWN,soft_tech,30,2026-08-25 15:56:08,FAILED_AGAIN
txn_10247,cust_2092,299,CARD_RECURRING,SBI,EXPIRED_CARD,hard_failure,4,2026-08-21 03:56:08,FAILED_AGAIN
txn_10248,cust_2063,4999,UPI_AUTOPAY,SBI,EXPIRED_CARD,hard_failure,26,2026-08-19 03:56:08,ALREADY_PAID
txn_10249,cust_2131,9999,NACH,AXIS,MANDATE_REVOKED,hard_failure,29,2026-08-28 10:56:08,CANCEL_REQUEST
txn_10250,cust_2150,499,NACH,KOTAK,INSUFFICIENT_FUNDS,soft_user,21,2026-08-23 16:56:08,PAY_LATER
txn_10251,cust_2330,1499,UPI_AUTOPAY,ICICI,INSUFFICIENT_FUNDS,soft_user,3,2026-08-28 03:56:08,FAILED_AGAIN
txn_10252,cust_2195,4999,NETBANKING,HDFC,MANDATE_REVOKED,hard_failure,15,2026-08-19 09:56:08,CANCEL_REQUEST
txn_10253,cust_2196,499,NACH,AXIS,INSUFFICIENT_FUNDS,soft_user,34,2026-08-18 16:56:08,NONE
txn_10254,cust_2235,9999,NACH,AXIS,INSUFFICIENT_FUNDS,soft_user,2,2026-08-27 22:56:08,NONE
txn_10255,cust_2378,299,CARD_RECURRING,KOTAK,ISSUER_DOWN,soft_tech,18,2026-08-26 05:56:08,FAILED_AGAIN
txn_10256,cust_2397,9999,NETBANKING,SBI,EXPIRED_CARD,hard_failure,19,2026-08-27 20:56:08,NONE
txn_10257,cust_2243,299,NETBANKING,AXIS,GATEWAY_TIMEOUT,soft_tech,15,2026-08-30 15:56:08,FAILED_AGAIN
txn_10258,cust_2076,4999,UPI_AUTOPAY,HDFC,ISSUER_DOWN,soft_tech,8,2026-08-24 01:56:08,FAILED_AGAIN
txn_10259,cust_2122,999,NACH,AXIS,INSUFFICIENT_FUNDS,soft_user,21,2026-08-24 15:56:08,FAILED_AGAIN
txn_10260,cust_2336,299,CARD_RECURRING,KOTAK,ISSUER_DOWN,soft_tech,29,2026-08-26 09:56:08,FAILED_AGAIN
txn_10261,cust_2056,4999,UPI_AUTOPAY,ICICI,EXPIRED_CARD,hard_failure,6,2026-08-19 01:56:08,PAY_LATER
txn_10262,cust_2295,2999,NETBANKING,ICICI,INSUFFICIENT_FUNDS,soft_user,5,2026-08-22 19:56:08,ALREADY_PAID
txn_10263,cust_2164,499,UPI_AUTOPAY,SBI,ISSUER_DOWN,soft_tech,23,2026-08-28 05:56:08,CANCEL_REQUEST
txn_10264,cust_2298,4999,NETBANKING,ICICI,MANDATE_REVOKED,hard_failure,10,2026-08-28 15:56:08,FAILED_AGAIN
txn_10265,cust_2240,299,UPI_AUTOPAY,KOTAK,GATEWAY_TIMEOUT,soft_tech,8,2026-08-29 23:56:08,NONE
txn_10266,cust_2103,4999,NACH,HDFC,GATEWAY_TIMEOUT,soft_tech,6,2026-08-29 09:56:08,FAILED_AGAIN
txn_10267,cust_2274,1499,NACH,KOTAK,GATEWAY_TIMEOUT,soft_tech,32,2026-08-18 12:56:08,PAY_LATER
txn_10268,cust_2285,299,UPI_AUTOPAY,ICICI,INSUFFICIENT_FUNDS,soft_user,36,2026-08-26 10:56:08,ALREADY_PAID
txn_10269,cust_2205,2999,NACH,KOTAK,INSUFFICIENT_FUNDS,soft_user,9,2026-08-27 17:56:08,FAILED_AGAIN
txn_10270,cust_2121,299,CARD_RECURRING,HDFC,MANDATE_REVOKED,hard_failure,18,2026-08-23 02:56:08,ALREADY_PAID
txn_10271,cust_2335,999,UPI_AUTOPAY,SBI,MANDATE_REVOKED,hard_failure,36,2026-08-23 05:56:08,PAY_LATER
txn_10272,cust_2394,499,CARD_RECURRING,ICICI,MANDATE_REVOKED,hard_failure,8,2026-08-28 12:56:08,ALREADY_PAID
txn_10273,cust_2186,4999,UPI_AUTOPAY,AXIS,EXPIRED_CARD,hard_failure,14,2026-08-22 15:56:08,ALREADY_PAID
txn_10274,cust_2363,1499,CARD_RECURRING,SBI,ISSUER_DOWN,soft_tech,34,2026-08-17 12:56:08,CANCEL_REQUEST
txn_10275,cust_2276,4999,NACH,ICICI,ISSUER_DOWN,soft_tech,24,2026-08-17 19:56:08,CANCEL_REQUEST
txn_10276,cust_2244,4999,NACH,AXIS,GATEWAY_TIMEOUT,soft_tech,26,2026-08-17 09:56:08,PAY_LATER
txn_10277,cust_2105,999,NETBANKING,SBI,ISSUER_DOWN,soft_tech,21,2026-08-30 22:56:08,PAY_LATER
txn_10278,cust_2058,1499,UPI_AUTOPAY,AXIS,GATEWAY_TIMEOUT,soft_tech,23,2026-08-22 02:56:08,ALREADY_PAID
txn_10279,cust_2070,999,CARD_RECURRING,AXIS,GATEWAY_TIMEOUT,soft_tech,25,2026-08-22 00:56:08,PAY_LATER
txn_10280,cust_2238,299,UPI_AUTOPAY,AXIS,MANDATE_REVOKED,hard_failure,31,2026-08-26 13:56:08,CANCEL_REQUEST
txn_10281,cust_2019,499,NACH,ICICI,INSUFFICIENT_FUNDS,soft_user,27,2026-08-17 06:56:08,ALREADY_PAID
txn_10282,cust_2165,9999,CARD_RECURRING,HDFC,INSUFFICIENT_FUNDS,soft_user,3,2026-08-21 14:56:08,NONE
txn_10283,cust_2375,999,UPI_AUTOPAY,AXIS,INSUFFICIENT_FUNDS,soft_user,4,2026-08-30 23:56:08,PAY_LATER
txn_10284,cust_2019,999,NETBANKING,KOTAK,ISSUER_DOWN,soft_tech,21,2026-08-26 18:56:08,NONE
txn_10285,cust_2007,2999,NETBANKING,AXIS,INSUFFICIENT_FUNDS,soft_user,9,2026-08-24 21:56:08,FAILED_AGAIN
txn_10286,cust_2090,1499,NETBANKING,AXIS,ISSUER_DOWN,soft_tech,34,2026-08-19 00:56:08,FAILED_AGAIN
txn_10287,cust_2230,9999,NETBANKING,AXIS,ISSUER_DOWN,soft_tech,28,2026-08-23 08:56:08,CANCEL_REQUEST
txn_10288,cust_2007,299,CARD_RECURRING,ICICI,INSUFFICIENT_FUNDS,soft_user,7,2026-08-20 11:56:08,ALREADY_PAID
txn_10289,cust_2011,1499,CARD_RECURRING,AXIS,ISSUER_DOWN,soft_tech,23,2026-08-28 22:56:08,ALREADY_PAID
txn_10290,cust_2289,999,NACH,KOTAK,INSUFFICIENT_FUNDS,soft_user,36,2026-08-27 06:56:08,NONE
txn_10291,cust_2253,4999,NACH,SBI,INSUFFICIENT_FUNDS,soft_user,11,2026-08-28 17:56:08,PAY_LATER
txn_10292,cust_2046,9999,NETBANKING,KOTAK,MANDATE_REVOKED,hard_failure,11,2026-08-28 15:56:08,CANCEL_REQUEST
txn_10293,cust_2063,1499,NACH,ICICI,INSUFFICIENT_FUNDS,soft_user,27,2026-08-17 15:56:08,ALREADY_PAID
txn_10294,cust_2258,999,NACH,SBI,INSUFFICIENT_FUNDS,soft_user,4,2026-08-21 22:56:08,NONE
txn_10295,cust_2174,499,CARD_RECURRING,AXIS,ISSUER_DOWN,soft_tech,33,2026-08-26 05:56:08,CANCEL_REQUEST
txn_10296,cust_2141,9999,UPI_AUTOPAY,HDFC,GATEWAY_TIMEOUT,soft_tech,30,2026-08-17 09:56:08,ALREADY_PAID
txn_10297,cust_2075,499,UPI_AUTOPAY,HDFC,INSUFFICIENT_FUNDS,soft_user,13,2026-08-23 01:56:08,ALREADY_PAID
txn_10298,cust_2177,2999,UPI_AUTOPAY,SBI,ISSUER_DOWN,soft_tech,7,2026-08-27 17:56:08,ALREADY_PAID
txn_10299,cust_2123,299,NACH,ICICI,INSUFFICIENT_FUNDS,soft_user,3,2026-08-18 12:56:08,NONE
txn_10300,cust_2273,499,NETBANKING,ICICI,INSUFFICIENT_FUNDS,soft_user,4,2026-08-30 16:56:08,ALREADY_PAID
txn_10301,cust_2186,1499,NETBANKING,ICICI,ISSUER_DOWN,soft_tech,25,2026-08-28 21:56:08,PAY_LATER
txn_10302,cust_2047,499,UPI_AUTOPAY,SBI,ISSUER_DOWN,soft_tech,6,2026-08-23 17:56:08,ALREADY_PAID
txn_10303,cust_2110,1499,NACH,AXIS,ISSUER_DOWN,soft_tech,20,2026-08-29 19:56:08,CANCEL_REQUEST
txn_10304,cust_2258,9999,NACH,SBI,GATEWAY_TIMEOUT,soft_tech,3,2026-08-21 06:56:08,CANCEL_REQUEST
txn_10305,cust_2017,999,NACH,HDFC,EXPIRED_CARD,hard_failure,21,2026-08-20 09:56:08,FAILED_AGAIN
txn_10306,cust_2054,2999,NACH,KOTAK,ISSUER_DOWN,soft_tech,28,2026-08-21 20:56:08,CANCEL_REQUEST
txn_10307,cust_2349,499,NETBANKING,ICICI,INSUFFICIENT_FUNDS,soft_user,18,2026-08-28 03:56:08,CANCEL_REQUEST
txn_10308,cust_2021,4999,CARD_RECURRING,KOTAK,GATEWAY_TIMEOUT,soft_tech,5,2026-08-18 23:56:08,CANCEL_REQUEST
txn_10309,cust_2084,999,NETBANKING,SBI,INSUFFICIENT_FUNDS,soft_user,16,2026-08-22 05:56:08,NONE
txn_10310,cust_2276,1499,NACH,KOTAK,ISSUER_DOWN,soft_tech,13,2026-08-21 05:56:08,CANCEL_REQUEST
txn_10311,cust_2039,1499,UPI_AUTOPAY,ICICI,INSUFFICIENT_FUNDS,soft_user,13,2026-08-27 12:56:08,FAILED_AGAIN
txn_10312,cust_2188,1499,NETBANKING,ICICI,INSUFFICIENT_FUNDS,soft_user,1,2026-08-24 01:56:08,ALREADY_PAID
txn_10313,cust_2397,1499,UPI_AUTOPAY,HDFC,EXPIRED_CARD,hard_failure,13,2026-08-28 16:56:08,FAILED_AGAIN
txn_10314,cust_2249,2999,CARD_RECURRING,AXIS,MANDATE_REVOKED,hard_failure,24,2026-08-24 10:56:08,CANCEL_REQUEST
txn_10315,cust_2039,2999,CARD_RECURRING,KOTAK,GATEWAY_TIMEOUT,soft_tech,25,2026-08-27 02:56:08,FAILED_AGAIN
txn_10316,cust_2327,999,UPI_AUTOPAY,SBI,ISSUER_DOWN,soft_tech,35,2026-08-20 08:56:08,CANCEL_REQUEST
txn_10317,cust_2353,499,CARD_RECURRING,KOTAK,INSUFFICIENT_FUNDS,soft_user,9,2026-08-27 02:56:08,CANCEL_REQUEST
txn_10318,cust_2386,9999,CARD_RECURRING,KOTAK,INSUFFICIENT_FUNDS,soft_user,12,2026-08-30 20:56:08,FAILED_AGAIN
txn_10319,cust_2351,999,CARD_RECURRING,SBI,INSUFFICIENT_FUNDS,soft_user,2,2026-08-19 22:56:08,FAILED_AGAIN
txn_10320,cust_2294,9999,NACH,SBI,ISSUER_DOWN,soft_tech,36,2026-08-29 06:56:08,PAY_LATER
txn_10321,cust_2205,4999,CARD_RECURRING,HDFC,GATEWAY_TIMEOUT,soft_tech,6,2026-08-22 03:56:08,ALREADY_PAID
txn_10322,cust_2374,999,UPI_AUTOPAY,HDFC,GATEWAY_TIMEOUT,soft_tech,23,2026-08-29 08:56:08,CANCEL_REQUEST
txn_10323,cust_2005,2999,UPI_AUTOPAY,HDFC,INSUFFICIENT_FUNDS,soft_user,8,2026-08-17 14:56:08,CANCEL_REQUEST
txn_10324,cust_2256,999,CARD_RECURRING,ICICI,EXPIRED_CARD,hard_failure,12,2026-08-26 05:56:08,PAY_LATER
txn_10325,cust_2231,2999,UPI_AUTOPAY,ICICI,GATEWAY_TIMEOUT,soft_tech,1,2026-08-27 04:56:08,FAILED_AGAIN
txn_10326,cust_2311,499,NETBANKING,HDFC,ISSUER_DOWN,soft_tech,31,2026-08-20 02:56:08,ALREADY_PAID
txn_10327,cust_2006,499,UPI_AUTOPAY,SBI,ISSUER_DOWN,soft_tech,26,2026-08-23 19:56:08,PAY_LATER
txn_10328,cust_2214,999,NACH,SBI,ISSUER_DOWN,soft_tech,7,2026-08-29 02:56:08,NONE
txn_10329,cust_2338,499,NETBANKING,ICICI,INSUFFICIENT_FUNDS,soft_user,21,2026-08-30 03:56:08,FAILED_AGAIN
txn_10330,cust_2238,999,UPI_AUTOPAY,HDFC,INSUFFICIENT_FUNDS,soft_user,16,2026-08-27 02:56:08,FAILED_AGAIN
txn_10331,cust_2040,999,NACH,HDFC,GATEWAY_TIMEOUT,soft_tech,10,2026-08-23 06:56:08,ALREADY_PAID
txn_10332,cust_2328,2999,CARD_RECURRING,ICICI,INSUFFICIENT_FUNDS,soft_user,21,2026-08-22 22:56:08,ALREADY_PAID
txn_10333,cust_2310,1499,CARD_RECURRING,AXIS,INSUFFICIENT_FUNDS,soft_user,25,2026-08-22 08:56:08,NONE
txn_10334,cust_2073,4999,CARD_RECURRING,AXIS,INSUFFICIENT_FUNDS,soft_user,18,2026-08-18 22:56:08,FAILED_AGAIN
txn_10335,cust_2090,999,CARD_RECURRING,ICICI,INSUFFICIENT_FUNDS,soft_user,20,2026-08-29 02:56:08,NONE
txn_10336,cust_2343,2999,NACH,SBI,MANDATE_REVOKED,hard_failure,17,2026-08-30 17:56:08,CANCEL_REQUEST
txn_10337,cust_2067,499,CARD_RECURRING,HDFC,GATEWAY_TIMEOUT,soft_tech,28,2026-08-18 04:56:08,NONE
txn_10338,cust_2075,1499,UPI_AUTOPAY,HDFC,ISSUER_DOWN,soft_tech,23,2026-08-19 04:56:08,NONE
txn_10339,cust_2177,999,CARD_RECURRING,KOTAK,INSUFFICIENT_FUNDS,soft_user,25,2026-08-20 09:56:08,PAY_LATER
txn_10340,cust_2136,4999,NETBANKING,ICICI,ISSUER_DOWN,soft_tech,14,2026-08-18 16:56:08,PAY_LATER
txn_10341,cust_2099,1499,CARD_RECURRING,KOTAK,ISSUER_DOWN,soft_tech,29,2026-08-19 15:56:08,FAILED_AGAIN
txn_10342,cust_2052,9999,UPI_AUTOPAY,SBI,INSUFFICIENT_FUNDS,soft_user,10,2026-08-17 03:56:08,CANCEL_REQUEST
txn_10343,cust_2314,499,CARD_RECURRING,KOTAK,ISSUER_DOWN,soft_tech,25,2026-08-23 08:56:08,ALREADY_PAID
txn_10344,cust_2329,2999,CARD_RECURRING,AXIS,INSUFFICIENT_FUNDS,soft_user,10,2026-08-30 14:56:08,PAY_LATER
txn_10345,cust_2391,4999,NACH,HDFC,ISSUER_DOWN,soft_tech,21,2026-08-20 07:56:08,FAILED_AGAIN
txn_10346,cust_2172,2999,NETBANKING,AXIS,ISSUER_DOWN,soft_tech,36,2026-08-30 00:56:08,NONE
txn_10347,cust_2185,2999,UPI_AUTOPAY,ICICI,INSUFFICIENT_FUNDS,soft_user,33,2026-08-18 02:56:08,CANCEL_REQUEST
txn_10348,cust_2347,1499,NETBANKING,AXIS,INSUFFICIENT_FUNDS,soft_user,10,2026-08-29 04:56:08,FAILED_AGAIN
txn_10349,cust_2013,9999,UPI_AUTOPAY,KOTAK,ISSUER_DOWN,soft_tech,26,2026-08-21 04:56:08,ALREADY_PAID
txn_10350,cust_2190,999,UPI_AUTOPAY,KOTAK,ISSUER_DOWN,soft_tech,12,2026-08-25 03:56:08,FAILED_AGAIN
txn_10351,cust_2277,9999,NETBANKING,AXIS,MANDATE_REVOKED,hard_failure,28,2026-08-18 02:56:08,NONE
txn_10352,cust_2366,499,CARD_RECURRING,AXIS,GATEWAY_TIMEOUT,soft_tech,22,2026-08-24 21:56:08,NONE
txn_10353,cust_2363,9999,NACH,KOTAK,INSUFFICIENT_FUNDS,soft_user,12,2026-08-17 16:56:08,CANCEL_REQUEST
txn_10354,cust_2120,1499,UPI_AUTOPAY,AXIS,INSUFFICIENT_FUNDS,soft_user,24,2026-08-18 00:56:08,NONE
txn_10355,cust_2171,4999,CARD_RECURRING,KOTAK,ISSUER_DOWN,soft_tech,8,2026-08-25 06:56:08,ALREADY_PAID
txn_10356,cust_2379,9999,CARD_RECURRING,HDFC,INSUFFICIENT_FUNDS,soft_user,2,2026-08-23 17:56:08,PAY_LATER
txn_10357,cust_2390,4999,UPI_AUTOPAY,HDFC,ISSUER_DOWN,soft_tech,32,2026-08-21 17:56:08,NONE
txn_10358,cust_2396,999,NETBANKING,HDFC,EXPIRED_CARD,hard_failure,19,2026-08-26 01:56:08,CANCEL_REQUEST
txn_10359,cust_2154,499,CARD_RECURRING,HDFC,ISSUER_DOWN,soft_tech,18,2026-08-23 22:56:08,ALREADY_PAID
txn_10360,cust_2302,1499,CARD_RECURRING,KOTAK,INSUFFICIENT_FUNDS,soft_user,18,2026-08-25 06:56:08,FAILED_AGAIN
txn_10361,cust_2382,499,UPI_AUTOPAY,SBI,ISSUER_DOWN,soft_tech,21,2026-08-17 09:56:08,ALREADY_PAID
txn_10362,cust_2051,9999,UPI_AUTOPAY,SBI,ISSUER_DOWN,soft_tech,30,2026-08-23 20:56:08,NONE
txn_10363,cust_2097,999,CARD_RECURRING,SBI,ISSUER_DOWN,soft_tech,30,2026-08-19 18:56:08,NONE
txn_10364,cust_2219,499,CARD_RECURRING,KOTAK,EXPIRED_CARD,hard_failure,26,2026-08-27 05:56:08,PAY_LATER
txn_10365,cust_2384,2999,NETBANKING,ICICI,INSUFFICIENT_FUNDS,soft_user,14,2026-08-23 10:56:08,ALREADY_PAID
txn_10366,cust_2128,9999,CARD_RECURRING,AXIS,EXPIRED_CARD,hard_failure,22,2026-08-26 17:56:08,PAY_LATER
txn_10367,cust_2080,2999,NACH,KOTAK,EXPIRED_CARD,hard_failure,7,2026-08-20 04:56:08,FAILED_AGAIN
txn_10368,cust_2084,2999,UPI_AUTOPAY,KOTAK,INSUFFICIENT_FUNDS,soft_user,34,2026-08-20 13:56:08,FAILED_AGAIN
txn_10369,cust_2182,999,CARD_RECURRING,HDFC,INSUFFICIENT_FUNDS,soft_user,2,2026-08-20 11:56:08,NONE
txn_10370,cust_2258,2999,UPI_AUTOPAY,ICICI,INSUFFICIENT_FUNDS,soft_user,36,2026-08-21 07:56:08,FAILED_AGAIN
txn_10371,cust_2315,299,NACH,KOTAK,INSUFFICIENT_FUNDS,soft_user,31,2026-08-17 00:56:08,ALREADY_PAID
txn_10372,cust_2112,9999,NETBANKING,HDFC,INSUFFICIENT_FUNDS,soft_user,2,2026-08-25 08:56:08,ALREADY_PAID
txn_10373,cust_2227,499,UPI_AUTOPAY,KOTAK,GATEWAY_TIMEOUT,soft_tech,17,2026-08-24 05:56:08,PAY_LATER
txn_10374,cust_2261,299,NACH,SBI,INSUFFICIENT_FUNDS,soft_user,2,2026-08-17 22:56:08,FAILED_AGAIN
txn_10375,cust_2039,1499,CARD_RECURRING,HDFC,INSUFFICIENT_FUNDS,soft_user,19,2026-08-24 04:56:08,ALREADY_PAID
txn_10376,cust_2191,999,UPI_AUTOPAY,ICICI,MANDATE_REVOKED,hard_failure,6,2026-08-27 18:56:08,CANCEL_REQUEST
txn_10377,cust_2123,999,CARD_RECURRING,KOTAK,INSUFFICIENT_FUNDS,soft_user,34,2026-08-23 06:56:08,ALREADY_PAID
txn_10378,cust_2172,9999,NETBANKING,SBI,MANDATE_REVOKED,hard_failure,35,2026-08-30 23:56:08,FAILED_AGAIN
txn_10379,cust_2155,1499,CARD_RECURRING,AXIS,INSUFFICIENT_FUNDS,soft_user,14,2026-08-23 17:56:08,NONE
txn_10380,cust_2085,299,CARD_RECURRING,AXIS,INSUFFICIENT_FUNDS,soft_user,36,2026-08-26 22:56:08,ALREADY_PAID
txn_10381,cust_2117,2999,CARD_RECURRING,HDFC,GATEWAY_TIMEOUT,soft_tech,22,2026-08-19 21:56:08,FAILED_AGAIN
txn_10382,cust_2042,1499,NACH,SBI,ISSUER_DOWN,soft_tech,13,2026-08-22 14:56:08,ALREADY_PAID
txn_10383,cust_2387,1499,UPI_AUTOPAY,AXIS,MANDATE_REVOKED,hard_failure,6,2026-08-26 00:56:08,FAILED_AGAIN
txn_10384,cust_2252,4999,CARD_RECURRING,KOTAK,GATEWAY_TIMEOUT,soft_tech,19,2026-08-25 01:56:08,FAILED_AGAIN
txn_10385,cust_2094,4999,NACH,SBI,MANDATE_REVOKED,hard_failure,6,2026-08-19 17:56:08,ALREADY_PAID
txn_10386,cust_2024,999,UPI_AUTOPAY,SBI,INSUFFICIENT_FUNDS,soft_user,31,2026-08-23 18:56:08,FAILED_AGAIN
txn_10387,cust_2353,9999,NACH,AXIS,INSUFFICIENT_FUNDS,soft_user,8,2026-08-20 00:56:08,PAY_LATER
